Alig_mis_R.bin.1	11
Alig_mis_R.bin.10	11
Alig_mis_R.bin.13	11
Alig_mis_R.bin.14	11
Alig_mis_R.bin.15	11
Alig_mis_R.bin.16	11
Alig_mis_R.bin.17	11
Alig_mis_R.bin.18	11
Alig_mis_R.bin.19	11
Alig_mis_R.bin.2	11
Alig_mis_R.bin.20	11
Alig_mis_R.bin.21	11
Alig_mis_R.bin.22	11
Alig_mis_R.bin.24	11
Alig_mis_R.bin.26	11
Alig_mis_R.bin.28	11
Alig_mis_R.bin.29	11
Alig_mis_R.bin.3	11
Alig_mis_R.bin.30	11
Alig_mis_R.bin.31	11
Alig_mis_R.bin.32	11
Alig_mis_R.bin.33	11
Alig_mis_R.bin.34	11
Alig_mis_R.bin.36	4
Alig_mis_R.bin.38	11
Alig_mis_R.bin.39	11
Alig_mis_R.bin.4	11
Alig_mis_R.bin.40	11
Alig_mis_R.bin.42	11
Alig_mis_R.bin.43	11
Alig_mis_R.bin.44	11
Alig_mis_R.bin.46	11
Alig_mis_R.bin.47	11
Alig_mis_R.bin.48	4
Alig_mis_R.bin.49	11
Alig_mis_R.bin.5	11
Alig_mis_R.bin.50	11
Alig_mis_R.bin.51	11
Alig_mis_R.bin.52	11
Alig_mis_R.bin.53	11
Alig_mis_R.bin.54	11
Alig_mis_R.bin.55	11
Alig_mis_R.bin.56	11
Alig_mis_R.bin.59	11
Alig_mis_R.bin.6	11
Alig_mis_R.bin.7	11
Alig_mis_R.bin.8	11
Alig_mis_R.bin.9	11
STP248.12601_R.bin.1	11
STP248.12601_R.bin.10	11
STP248.12601_R.bin.100	11
STP248.12601_R.bin.101	11
STP248.12601_R.bin.102	11
STP248.12601_R.bin.103	11
STP248.12601_R.bin.104	11
STP248.12601_R.bin.105	11
STP248.12601_R.bin.106	11
STP248.12601_R.bin.107	11
STP248.12601_R.bin.108	11
STP248.12601_R.bin.109	11
STP248.12601_R.bin.11	11
STP248.12601_R.bin.110	11
STP248.12601_R.bin.111	11
STP248.12601_R.bin.112	11
STP248.12601_R.bin.113	11
STP248.12601_R.bin.114	11
STP248.12601_R.bin.115	11
STP248.12601_R.bin.116	11
STP248.12601_R.bin.117	11
STP248.12601_R.bin.118	11
STP248.12601_R.bin.119	11
STP248.12601_R.bin.12	11
STP248.12601_R.bin.120	11
STP248.12601_R.bin.121	11
STP248.12601_R.bin.122	11
STP248.12601_R.bin.123	11
STP248.12601_R.bin.124	11
STP248.12601_R.bin.125	11
STP248.12601_R.bin.126	11
STP248.12601_R.bin.127	11
STP248.12601_R.bin.128	11
STP248.12601_R.bin.129	11
STP248.12601_R.bin.13	11
STP248.12601_R.bin.130	11
STP248.12601_R.bin.131	11
STP248.12601_R.bin.132	11
STP248.12601_R.bin.133	11
STP248.12601_R.bin.134	11
STP248.12601_R.bin.135	11
STP248.12601_R.bin.136	11
STP248.12601_R.bin.137	11
STP248.12601_R.bin.138	11
STP248.12601_R.bin.139	11
STP248.12601_R.bin.14	11
STP248.12601_R.bin.140	11
STP248.12601_R.bin.141	11
STP248.12601_R.bin.142	11
STP248.12601_R.bin.143	11
STP248.12601_R.bin.15	11
STP248.12601_R.bin.16	11
STP248.12601_R.bin.17	11
STP248.12601_R.bin.18	11
STP248.12601_R.bin.19	11
STP248.12601_R.bin.2	11
STP248.12601_R.bin.20	11
STP248.12601_R.bin.21	11
STP248.12601_R.bin.22	11
STP248.12601_R.bin.23	11
STP248.12601_R.bin.24	11
STP248.12601_R.bin.25	11
STP248.12601_R.bin.26	11
STP248.12601_R.bin.27	11
STP248.12601_R.bin.28	11
STP248.12601_R.bin.29	11
STP248.12601_R.bin.30	11
STP248.12601_R.bin.31	11
STP248.12601_R.bin.32	11
STP248.12601_R.bin.33	11
STP248.12601_R.bin.34	11
STP248.12601_R.bin.35	11
STP248.12601_R.bin.36	11
STP248.12601_R.bin.37	11
STP248.12601_R.bin.38	11
STP248.12601_R.bin.39	11
STP248.12601_R.bin.4	11
STP248.12601_R.bin.40	11
STP248.12601_R.bin.41	11
STP248.12601_R.bin.42	11
STP248.12601_R.bin.43	11
STP248.12601_R.bin.44	11
STP248.12601_R.bin.45	11
STP248.12601_R.bin.47	11
STP248.12601_R.bin.48	11
STP248.12601_R.bin.49	11
STP248.12601_R.bin.5	11
STP248.12601_R.bin.51	11
STP248.12601_R.bin.52	11
STP248.12601_R.bin.53	11
STP248.12601_R.bin.54	11
STP248.12601_R.bin.55	11
STP248.12601_R.bin.56	11
STP248.12601_R.bin.57	11
STP248.12601_R.bin.58	11
STP248.12601_R.bin.59	11
STP248.12601_R.bin.6	11
STP248.12601_R.bin.60	11
STP248.12601_R.bin.61	11
STP248.12601_R.bin.62	11
STP248.12601_R.bin.63	11
STP248.12601_R.bin.64	11
STP248.12601_R.bin.65	11
STP248.12601_R.bin.66	11
STP248.12601_R.bin.67	11
STP248.12601_R.bin.68	11
STP248.12601_R.bin.69	11
STP248.12601_R.bin.7	11
STP248.12601_R.bin.70	11
STP248.12601_R.bin.71	11
STP248.12601_R.bin.72	11
STP248.12601_R.bin.73	11
STP248.12601_R.bin.74	11
STP248.12601_R.bin.75	11
STP248.12601_R.bin.76	11
STP248.12601_R.bin.77	11
STP248.12601_R.bin.78	11
STP248.12601_R.bin.79	11
STP248.12601_R.bin.8	11
STP248.12601_R.bin.80	11
STP248.12601_R.bin.81	11
STP248.12601_R.bin.82	11
STP248.12601_R.bin.83	11
STP248.12601_R.bin.85	11
STP248.12601_R.bin.86	11
